Days_since_enroll,cc1_miles,Bonus_trans,Bonus_miles,Balance,Cluster
0.8437424644321196,1,0.02631578947368421,0.0030258238414050953,0.13888450226021043,0
0.8398842536773572,1,0.05263157894736842,0.003738805321276411,0.0949683175743698,0
0.8478418133590547,1,0.10526315789473684,0.07169811320754717,0.2040802226652717,0
0.837955148299976,1,0.02631578947368421,0.008694896095991653,0.072918928522079,0
0.8359054738365084,4,0.6842105263157894,0.7529780019128771,0.48240194239917883,1
0.8367494574391127,1,0.0,0.0,0.08103199826289505,0
0.8430190499156017,3,0.6578947368421052,0.4779062690200852,0.4190469610533173,1
0.8362671810947674,1,0.10526315789473684,0.09129640900791236,0.10292346868276121,0
0.8374728719556306,3,0.3157894736842105,0.030484305712546737,0.2126818531751515,1
0.8354231974921631,3,0.7368421052631579,0.4943222328493175,0.5174796186265027,1
0.8387991319025803,2,0.2631578947368421,0.1265629075732545,0.19784737164176158,0
0.8345792138895588,5,0.5,0.12470219980871229,0.4763319449653566,1
0.8345792138895588,2,0.5263157894736842,0.19389618294061386,0.2140883159951835,0
0.8338557993730408,1,0.15789473684210525,0.05665594296148161,0.2126818531751515,0
0.8331323848565229,1,0.0,0.0,0.08709212578219072,0
0.8331323848565229,4,0.39473684210526316,0.8597861055560386,0.1406216072168815,1
0.8328912466843502,4,0.42105263157894735,0.8514563950960786,0.2560749323910855,1
0.8322884012539186,1,0.13157894736842105,0.07461959829580037,0.06888213348072406,0
0.8320472630817459,3,0.4473684210526315,0.47661942439787847,0.4514153457431059,1
0.8312032794791416,3,0.13157894736842105,0.1816711590296496,0.11525099192640992,1
0.8312032794791416,5,0.6052631578947368,0.12470219980871229,0.5950374069760556,1
0.8312032794791416,1,0.42105263157894735,0.23128423615337798,0.9163277996012554,0
0.8297564504461057,1,0.2894736842105263,0.059994783062342405,0.10158116030715174,0
0.8297564504461057,1,0.2894736842105263,0.04404834362229371,0.3270642926232259,0
0.9561128526645768,1,0.5526315789473684,0.06999391357273281,0.2126818531751515,0
0.9551482999758862,1,0.10526315789473684,0.023910964263977045,0.10228192423853609,0
0.954304316373282,1,0.05263157894736842,0.021337275019563517,0.09140034347302552,0
0.9539426091150229,1,0.0,0.0,0.04356580272014844,0
0.9530986255124186,3,0.5263157894736842,0.5872880619076603,0.294927850924811,1
0.9517723655654691,1,0.21052631578947367,0.08094948265368229,0.0948548135573146,0
0.9505666747046058,3,0.3421052631578947,0.3616555082166768,0.8780572060245958,1
0.9497226911020015,1,0.0,0.0,0.049453206735229675,0
0.9488787074993972,4,0.6052631578947368,0.7311364229197461,0.2126818531751515,1
0.9483964311550519,1,0.02631578947368421,0.0017389792191983306,0.08906117373023549,0
0.9480347238967929,1,0.0,0.0,0.21630904676365503,0
0.9480347238967929,4,0.6052631578947368,0.8794365707329798,0.6107453759450443,1
0.9475524475524476,1,0.10526315789473684,0.01130336492478915,0.11445646380702343,0
0.9475524475524476,1,0.05263157894736842,0.006086427267194158,0.3388637754397047,0
0.9467084639498433,3,0.4473684210526315,0.48479262672811063,0.2960480862235733,1
0.945864480347239,1,0.0,0.0,0.010738467004875737,0
0.946226187605498,1,0.10526315789473684,0.030432136335970784,0.17082848062535777,0
0.9450204967446347,4,0.6842105263157894,0.6624467437614121,0.05166900254643795,1
0.9436942367976852,1,0.6842105263157894,0.17389792191983305,0.2976420774196095,0
0.9424885459368219,3,0.3684210526315789,0.26098600121728543,0.2126818531751515,1
0.9411622859898723,3,0.47368421052631576,0.3215894270063473,0.5984129177441323,1
0.8297564504461057,1,0.3684210526315789,0.410399095730806,0.2126818531751515,0
0.8297564504461057,2,0.15789473684210525,0.1950091296409008,0.45567421386130796,0
0.829153605015674,1,0.15789473684210525,0.1025997739327015,0.18221836198898517,0
0.8286713286713288,3,0.631578947368421,0.6030432136335971,0.34698671509504725,1
0.8278273450687245,1,0.10526315789473684,0.0199982610207808,0.08414595629601848,0
0.8249336870026526,1,0.13157894736842105,0.1107381966785497,0.5336514735782388,0
0.8278273450687245,1,0.02631578947368421,0.006434223111033823,0.00641544444225113,0
0.8278273450687245,4,1.0,0.7751847665420398,0.5849454193726682,1
0.8303592958765373,1,0.21052631578947367,0.08642726719415703,0.5990791369746737,0
0.8269833614661202,1,0.0,0.0,0.1892457411318818,0
0.8263805160356885,1,0.15789473684210525,0.02825841231197287,0.0713002625397264,0
0.8279479141548107,4,0.3684210526315789,0.5971480740805147,0.37491363824789276,1
0.8274656378104654,1,0.13157894736842105,0.05390835579514825,0.1791290787421781,0
0.8240897034000483,3,0.21052631578947367,0.59167028954004,0.18790836771353558,1
0.8274656378104654,3,0.6052631578947368,0.4032345013477089,0.4694032649677254,1
0.8269833614661202,3,0.3684210526315789,0.27107208068863575,0.6635395487475079,1
0.8272244996382928,1,0.2894736842105263,0.3060777323710982,0.09829447876981386,0
0.8273450687243791,1,0.0,0.0,0.04994176750429341,0
0.8238485652278756,1,0.21052631578947367,0.48828797495869924,0.2126818531751515,0
0.823607427055703,1,0.05263157894736842,0.015563864011825058,0.3960303203774255,0
0.8227634434530987,3,0.3157894736842105,0.5872011129467003,0.26606328589194417,1
0.8227634434530987,1,0.18421052631578946,0.030432136335970784,0.04626522434315719,0
0.8240897034000483,4,0.47368421052631576,0.613633597078515,0.4107710377228133,1
0.8227634434530987,3,0.3157894736842105,0.41817233284062255,0.2126818531751515,1
0.9360983843742465,3,0.42105263157894735,0.21947656725502132,0.23419826684300912,1
0.9360983843742465,2,0.42105263157894735,0.26842883227545433,0.4165548076353659,0
0.9386303351820594,4,0.3421052631578947,0.6918876619424398,0.2126818531751515,1
0.940318302387268,3,0.3421052631578947,0.21737240239979133,0.2126818531751515,1
0.9386303351820594,1,0.10526315789473684,0.010972958873141467,0.06240746955131368,0
0.9352544007716422,3,0.4473684210526315,0.4401008607947135,0.6112783513294775,1
0.9344104171690379,3,0.5789473684210527,0.27434136162072864,0.6409078347381512,1
0.9340487099107789,1,0.42105263157894735,0.13106686375097817,0.5397856254564836,0
0.9367012298046781,4,0.5,0.571828536648987,0.5485550445133145,1
0.940318302387268,4,0.47368421052631576,0.661455525606469,0.24298742572889317,1
0.9367012298046781,5,0.42105263157894735,0.12470219980871229,0.19195009771215382,1
0.9321196045333977,1,0.13157894736842105,0.5683853577949743,0.021417714522592234,0
0.8240897034000483,1,0.07894736842105263,0.020867750630379968,0.43646242523539747,0
0.822160598022667,1,0.23684210526315788,0.008660116511607686,0.041720128703685425,0
0.823607427055703,1,0.15789473684210525,0.02825841231197287,0.3059180007501135,0
0.8219194598504944,1,0.18421052631578946,0.030432136335970784,0.11889792534396652,0
0.8211960453339764,5,0.47368421052631576,0.12470219980871229,0.1747863163505004,1
0.822884012539185,1,0.13157894736842105,0.13423180592991915,0.19879981839357272,0
0.8220400289365807,3,0.5789473684210527,0.37252412833666637,0.2126818531751515,1
0.8219194598504944,2,0.42105263157894735,0.13341448569689593,0.30869638168933455,0
0.8204726308174585,1,0.10526315789473684,0.06086427267194157,0.23901478513196076,0
0.8189052326983361,1,0.21052631578947367,0.3869228762716286,0.10120610355514321,0
0.8207137689896311,1,0.10526315789473684,0.03477958438396661,0.0098699145265402,0
0.8216783216783217,4,0.6578947368421052,0.6378401878097557,0.3880307546536647,1
0.8178201109235592,1,0.13157894736842105,0.08694896095991653,0.7084920744586352,0
0.8169761273209549,5,0.3157894736842105,0.12470219980871229,0.9156763852425038,1
0.8163732818905233,1,0.42105263157894735,0.049995652551952006,0.0828875421938846,0
0.815529298287919,1,0.6052631578947368,0.09668724458742718,0.2830000592194872,0
0.8145647455992284,4,0.42105263157894735,0.7694461351186853,0.5036716082038729,1
0.8139619001687968,1,0.10526315789473684,0.023910964263977045,0.11016798594524171,0
0.8160115746322644,3,0.3421052631578947,0.35099556560299106,0.31990366963422096,1
0.8136001929105378,5,0.3684210526315789,0.9947482827580211,0.12374898833376102,1
0.8136001929105378,1,0.0,0.0,0.039741210841114115,0
0.8134796238244515,1,0.0,0.0,0.17331076412878263,0
0.8134796238244515,1,0.18421052631578946,0.06714198765324754,0.14147041986616396,0
